Country/Region,Cumulative_cases,Cumulative_deaths,Daily_cases,Daily_deaths,DataLevel,Date,Province/State,Confirmed_cases_change,Cumulative_cases_change,Confirmed_deaths_change,Cumulative_deaths_change,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Latest_Population_total,5_year_percent_change_Population_total,Latest_GDP (current US$),5_year_percent_change_GDP (current US$),Latest_GDP growth (annual %),5_year_percent_change_GDP growth (annual %),Latest_Population_male (% of total population),5_year_percent_change_Population_male (% of total population),Latest_Population ages 65 and above_total,5_year_percent_change_Population ages 65 and above_total,Latest_School enrollment_primary (% gross),5_year_percent_change_School enrollment_primary (% gross),Latest_Life expectancy at birth_total (years),5_year_percent_change_Life expectancy at birth_total (years),Latest_Population_male,5_year_percent_change_Population_male,Latest_Population ages 65 and above (% of total population),5_year_percent_change_Population ages 65 and above (% of total population),Latest_Population ages 65 and above_male (% of male population),5_year_percent_change_Population ages 65 and above_male (% of male population),Region,IncomeGroup,IncomeGroup_rank,2019DemocracyScore,Cluster,Daily_cases_mean,Daily_cases_median,Daily_cases_std,Daily_cases_min,Daily_cases_max
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-01,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-10,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-11,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-12,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-13,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-14,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.08333333333333333,0.0,0.2886751345948129,0.0,1.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-15,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-16,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-17,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-18,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-19,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-02,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-20,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-21,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.08333333333333333,0.0,0.28867513459481287,0.0,1.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-22,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-23,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-24,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,1.0,0.0,1.0,0.0,Country/Region,2020-02-25,,1.0,1.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.08333333333333333,0.0,0.2886751345948129,0.0,1.0
Algeria,1.0,0.0,0.0,0.0,Country/Region,2020-02-26,,-1.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.16666666666666666,0.0,0.3892494720807615,0.0,1.0
Algeria,1.0,0.0,0.0,0.0,Country/Region,2020-02-27,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.25,0.0,0.621581560508061,0.0,2.0
Algeria,1.0,0.0,0.0,0.0,Country/Region,2020-02-28,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.25,0.0,0.4522670168666455,0.0,1.0
Algeria,1.0,0.0,0.0,0.0,Country/Region,2020-02-29,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.25,0.0,0.8660254037844386,0.0,3.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-03,,0.0,-1.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-04,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-05,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-06,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-07,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-08,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,0.0,0.0,0.0,0.0,Country/Region,2020-02-09,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.0,0.0,0.0,0.0,0.0
Algeria,1.0,0.0,0.0,0.0,Country/Region,2020-03-01,,0.0,1.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,0.5833333333333334,0.0,1.164500152881315,0.0,3.0
Algeria,20.0,0.0,0.0,0.0,Country/Region,2020-03-10,,0.0,19.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,3.25,0.0,5.706853933489258,0.0,16.0
Algeria,20.0,0.0,0.0,0.0,Country/Region,2020-03-11,,0.0,0.0,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,1.9166666666666667,0.0,3.203927514028917,0.0,10.0
Algeria,24.0,1.0,4.0,1.0,Country/Region,2020-03-12,,1.0,0.2,1.0,1.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,3.0833333333333335,0.0,6.09706834669273,0.0,21.0
Algeria,26.0,2.0,2.0,1.0,Country/Region,2020-03-13,,-0.5,0.08333333333333326,0.0,1.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,11.666666666666666,0.5,26.192758656938107,0.0,91.0
Algeria,37.0,3.0,11.0,1.0,Country/Region,2020-03-14,,4.5,0.4230769230769231,0.0,0.5,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,11.25,6.5,13.598963864273566,0.0,38.0
Algeria,48.0,4.0,11.0,1.0,Country/Region,2020-03-15,,0.0,0.29729729729729737,0.0,0.3333333333333333,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,16.666666666666668,2.0,31.709858900902596,0.0,103.0
Algeria,54.0,4.0,6.0,0.0,Country/Region,2020-03-16,,-0.4545454545454546,0.125,-1.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,5.416666666666667,0.5,11.421338349640541,0.0,40.0
Algeria,60.0,4.0,6.0,0.0,Country/Region,2020-03-17,,0.0,0.11111111111111116,0.0,0.0,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,13.083333333333334,3.5,19.947468890852168,0.0,56.0
Algeria,74.0,7.0,14.0,3.0,Country/Region,2020-03-18,,1.3333333333333337,0.2333333333333334,1.0,0.75,,,,,,,42228429.0,10.719147484859256,173757952824.25,-17.161379495694902,1.39999999999998,-50.00000000000144,50.51573212018501,0.05531970661640676,2686782.0,24.974858804628028,109.88282,-8.078095140578007,76.693,1.3639788001744575,21332000.0,10.780399409766686,6.3624965449798605,12.875578032396708,6.15773219126783,14.844432428860294,Middle East & North Africa,Upper middle income,3.0,4.01,1,14.166666666666666,3.0,20.731326025796776,0.0,54.0
